(123, 66)
(123, 67)
(122, 66)
(124, 66)
(123, 65)
(123, 68)
(122, 67)
(121, 66)
(124, 67)
(122, 65)
(125, 66)
(124, 65)
(123, 64)
(123, 69)
(122, 68)
(121, 67)
(120, 66)
(124, 68)
(121, 65)
(125, 67)
(122, 64)
(126, 66)
(125, 65)
(124, 64)
(123, 63)
(123, 70)
(122, 69)
(121, 68)
(120, 67)
(124, 69)
(119, 66)
(120, 65)
(125, 68)
(121, 64)
(126, 67)
(122, 63)
(127, 66)
(126, 65)
(125, 64)
(124, 63)
(123, 62)
(123, 71)
(122, 70)
(121, 69)
(120, 68)
(124, 70)
(119, 67)
(118, 66)
(119, 65)
(125, 69)
(120, 64)
(126, 68)
(121, 63)
(127, 67)
(122, 62)
(128, 66)
(127, 65)
(126, 64)
(125, 63)
(124, 62)
(123, 61)
(123, 72)
(122, 71)
(121, 70)
(120, 69)
(124, 71)
(119, 68)
(118, 67)
(117, 66)
(125, 70)
(118, 65)
(119, 64)
(126, 69)
(120, 63)
(127, 68)
(121, 62)
(128, 67)
(122, 61)
(129, 66)
(128, 65)
(127, 64)
(126, 63)
(125, 62)
(124, 61)
(123, 60)
(123, 73)
(122, 72)
(121, 71)
(120, 70)
(124, 72)
(119, 69)
(118, 68)
(117, 67)
(125, 71)
(116, 66)
(117, 65)
(126, 70)
(118, 64)
(119, 63)
(127, 69)
(120, 62)
(128, 68)
(121, 61)
(129, 67)
(122, 60)
(130, 66)
(129, 65)
(128, 64)
(127, 63)
(126, 62)
(125, 61)
(124, 60)
(123, 59)
(123, 74)
(122, 73)
(121, 72)
(120, 71)
(124, 73)
(119, 70)
(118, 69)
(117, 68)
(125, 72)
(116, 67)
(115, 66)
(116, 65)
(126, 71)
(117, 64)
(127, 70)
(118, 63)
(119, 62)
(128, 69)
(120, 61)
(129, 68)
(121, 60)
(130, 67)
(122, 59)
(131, 66)
(130, 65)
(129, 64)
(128, 63)
(127, 62)
(126, 61)
(125, 60)
(124, 59)
(123, 58)
(123, 75)
(122, 74)
(121, 73)
(120, 72)
(124, 74)
(119, 71)
(118, 70)
(117, 69)
(125, 73)
(116, 68)
